"","X0.2","X0.5","X1"
"1334",0.255,0.755,0.962
"1335",0.206,0.682,0.901
"1336",0.143,0.574,0.872
"1337",0.175,0.684,0.902
"1338",0.115,0.57,0.876
"1339",0.342,0.86,0.972
"1340",0.19,0.624,0.915
"1341",0.199,0.666,0.895
"1342",0.233,0.772,0.94
"1343",0.207,0.781,0.941
"1344",0.173,0.604,0.898
"1345",0.113,0.65,0.907
"1346",0.215,0.699,0.919
"1347",0.124,0.71,0.924
"1348",0.16,0.618,0.908
"1349",0.279,0.825,0.958
"1350",0.236,0.761,0.942
"1351",0.265,0.77,0.948
"1352",0.25,0.814,0.947
"1353",0.497,0.865,0.966
"1354",0.211,0.726,0.957
"1355",0.128,0.641,0.897
"1356",0.264,0.781,0.951
"1357",0.199,0.677,0.921
"1358",0.149,0.716,0.904
"1359",0.251,0.753,0.916
"1360",0.22,0.689,0.919
"1361",0.254,0.818,0.967
"1362",0.315,0.801,0.956
"1363",0.104,0.727,0.926
"1364",0.122,0.533,0.859
"1365",0.222,0.775,0.957
"1366",0.223,0.762,0.936
"1367",0.21,0.633,0.896
"1368",0.209,0.726,0.961
"1369",0.28,0.793,0.948
"1370",0.212,0.697,0.922
"1371",0.278,0.773,0.943
"1372",0.239,0.78,0.936
"1373",0.345,0.813,0.956
"1374",0.36,0.776,0.945
"1375",0.251,0.766,0.947
"1376",0.24,0.71,0.912
"1377",0.179,0.666,0.918
"1378",0.166,0.652,0.886
"1379",0.242,0.734,0.934
"1380",0.175,0.644,0.916
"1381",0.209,0.724,0.942
"1382",0.154,0.657,0.881
"1383",0.191,0.71,0.926
"1384",0.164,0.663,0.898
"1385",0.048,0.465,0.808
"1386",0.209,0.737,0.93
"1387",0.235,0.736,0.927
"1388",0.182,0.691,0.921
"1389",0.106,0.51,0.869
"1390",0.167,0.611,0.899
"1391",0.342,0.811,0.949
"1392",0.09,0.439,0.838
"1393",0.248,0.772,0.946
"1394",0.258,0.756,0.945
"1395",0.217,0.693,0.939
"1396",0.162,0.638,0.889
"1397",0.154,0.595,0.868
"1398",0.132,0.587,0.902
"1399",0.174,0.764,0.942
"1400",0.29,0.766,0.93
"1401",0.284,0.824,0.97
"1402",0.232,0.775,0.945
"1403",0.27,0.798,0.927
"1404",0.272,0.809,0.945
"1405",0.311,0.773,0.939
"1406",0.056,0.509,0.861
"1407",0.096,0.43,0.794
"1408",0.353,0.834,0.964
"1409",0.177,0.697,0.922
"1410",0.184,0.632,0.919
"1411",0.227,0.773,0.954
"1412",0.175,0.683,0.911
"1413",0.236,0.723,0.936
"1414",0.293,0.779,0.939
"1415",0.127,0.65,0.909
"1416",0.237,0.724,0.933
"1417",0.22,0.763,0.934
"1418",0.22,0.746,0.935
"1419",0.23,0.731,0.949
"1420",0.158,0.598,0.896
"1421",0.25,0.751,0.936
"1422",0.232,0.697,0.924
"1423",0.261,0.767,0.949
"1424",0.214,0.68,0.927
"1425",0.199,0.71,0.921
"1426",0.272,0.788,0.946
"1427",0.165,0.634,0.91
"1428",0.176,0.68,0.918
"1429",0.319,0.79,0.94
"1430",0.201,0.698,0.922
"1431",0.2,0.758,0.949
"1432",0.178,0.621,0.907
"1433",0.345,0.865,0.962
"1434",0.304,0.786,0.946
"1435",0.38,0.855,0.956
"1436",0.194,0.72,0.937
"1437",0.105,0.496,0.866
"1438",0.301,0.769,0.928
"1439",0.161,0.683,0.925
"1440",0.175,0.668,0.913
"1441",0.149,0.662,0.922
"1442",0.177,0.601,0.915
"1443",0.356,0.892,0.98
"1444",0.228,0.765,0.94
"1445",0.329,0.848,0.964
"1446",0.151,0.615,0.897
"1447",0.193,0.683,0.924
"1448",0.126,0.561,0.888
"1449",0.292,0.801,0.944
"1450",0.295,0.769,0.944
"1451",0.135,0.612,0.91
"1452",0.169,0.617,0.895
"1453",0.208,0.677,0.921
"1454",0.226,0.703,0.918
"1455",0.234,0.693,0.902
"1456",0.157,0.55,0.881
"1457",0.244,0.767,0.93
"1458",0.218,0.754,0.91
"1459",0.191,0.687,0.91
"1460",0.249,0.781,0.948
"1461",0.251,0.78,0.931
"1462",0.321,0.792,0.958
"1463",0.326,0.834,0.955
"1464",0.17,0.615,0.913
"1465",0.179,0.668,0.896
"1466",0.192,0.647,0.924
"1467",0.28,0.803,0.961
"1468",0.316,0.802,0.943
"1469",0.153,0.579,0.871
"1470",0.348,0.825,0.96
"1471",0.351,0.857,0.953
"1472",0.177,0.73,0.948
"1473",0.213,0.717,0.945
"1474",0.119,0.537,0.858
"1475",0.29,0.806,0.954
"1476",0.193,0.694,0.904
"1477",0.121,0.561,0.875
"1478",0.34,0.746,0.944
"1479",0.196,0.716,0.931
"1480",0.221,0.71,0.934
"1481",0.18,0.673,0.913
"1482",0.177,0.676,0.94
"1483",0.204,0.701,0.918
"1484",0.399,0.855,0.956
"1485",0.241,0.753,0.948
"1486",0.348,0.832,0.955
"1487",0.138,0.469,0.81
"1488",0.296,0.815,0.948
"1489",0.141,0.641,0.908
"1490",0.371,0.845,0.974
"1491",0.341,0.84,0.972
"1492",0.273,0.771,0.941
"1493",0.161,0.688,0.901
"1494",0.206,0.715,0.921
"1495",0.267,0.768,0.945
"1496",0.286,0.786,0.939
"1497",0.244,0.716,0.922
"1498",0.423,0.866,0.967
"1499",0.164,0.65,0.92
"1500",0.397,0.86,0.97
"1501",0.236,0.706,0.926
"1502",0.162,0.713,0.913
"1503",0.254,0.807,0.947
"1504",0.215,0.707,0.919
"1505",0.109,0.561,0.867
"1506",0.278,0.811,0.967
"1507",0.161,0.649,0.887
"1508",0.216,0.704,0.916
"1509",0.243,0.79,0.955
"1510",0.098,0.537,0.878
"1511",0.184,0.664,0.929
"1512",0.208,0.741,0.922
"1513",0.389,0.861,0.972
"1514",0.234,0.796,0.943
"1515",0.275,0.806,0.957
"1516",0.19,0.652,0.897
"1517",0.233,0.737,0.926
"1518",0.467,0.871,0.968
"1519",0.2,0.722,0.929
"1520",0.312,0.787,0.951
"1521",0.267,0.792,0.943
"1522",0.175,0.708,0.904
"1523",0.268,0.789,0.955
"1524",0.335,0.815,0.956
"1525",0.217,0.694,0.921
"1526",0.202,0.733,0.939
"1527",0.165,0.697,0.912
"1528",0.332,0.854,0.97
"1529",0.22,0.696,0.923
"1530",0.288,0.776,0.969
"1531",0.22,0.732,0.921
"1532",0.176,0.661,0.905
"1533",0.364,0.82,0.951
"1534",0.16,0.647,0.902
"1535",0.225,0.72,0.923
"1536",0.269,0.799,0.933
"1537",0.216,0.716,0.909
"1538",0.183,0.655,0.917
"1539",0.226,0.729,0.905
"1540",0.202,0.717,0.902
"1541",0.252,0.789,0.938
"1542",0.228,0.7,0.919
"1543",0.164,0.667,0.916
"1544",0.203,0.749,0.916
"1545",0.177,0.648,0.912
"1546",0.154,0.616,0.909
"1547",0.237,0.76,0.926
"1548",0.181,0.662,0.899
"1549",0.19,0.751,0.95
"1550",0.229,0.765,0.95
"1551",0.173,0.69,0.901
"1552",0.161,0.587,0.883
"1553",0.246,0.732,0.93
"1554",0.178,0.697,0.951
"1555",0.241,0.744,0.907
"1556",0.331,0.829,0.948
"1557",0.438,0.901,0.972
"1558",0.239,0.76,0.945
"1559",0.193,0.689,0.941
"1560",0.341,0.831,0.954
"1561",0.148,0.67,0.929
"1562",0.148,0.61,0.887
"1563",0.199,0.721,0.925
"1564",0.276,0.809,0.948
"1565",0.28,0.798,0.952
"1566",0.228,0.758,0.952
"1567",0.195,0.688,0.918
"1568",0.232,0.724,0.927
"1569",0.242,0.745,0.951
"1570",0.105,0.463,0.841
"1571",0.191,0.751,0.94
"1572",0.151,0.631,0.914
"1573",0.471,0.876,0.971
"1574",0.145,0.595,0.904
"1575",0.254,0.764,0.92
"1576",0.225,0.743,0.921
"1577",0.2,0.702,0.928
"1578",0.231,0.792,0.953
"1579",0.19,0.696,0.923
