# index, pos, _pos
809,"array([1363.81,  812.72])","array([1.40955172, 6.84033863])"
810,"array([1365.65,  502.95])","array([0.61945398, 7.31357146])"
811,"array([1366.96,  726.93])","array([1.23149757, 7.02739585])"
812,"array([1369.92, 1323.3 ])","array([2.16570729, 5.63061985])"
813,"array([137.49, 975.42])","array([-3.45620535,  2.27255301])"
814,"array([1372.76,  672.18])","array([1.04794299, 7.1915933 ])"
815,"array([1374.04,  992.15])","array([1.9593934 , 6.22310972])"
816,"array([1375.26,  880.77])","array([1.71296006, 6.51575432])"
817,"array([1375.91,  847.99])","array([1.64589662, 6.64815231])"
818,"array([1377.49,  664.29])","array([1.00921778, 7.24186243])"
819,"array([ 138.63, 1161.48])","array([-2.5922822,  1.5967809])"
820,"array([ 138.63, 1239.24])","array([-2.51984965,  1.28143796])"
821,"array([ 138.8 , 1106.91])","array([-2.96101308,  1.72425993])"
822,"array([1386.21,  989.71])","array([2.03430846, 6.28007085])"
823,"array([1389.07,  847.99])","array([1.7160802 , 6.66088836])"
824,"array([1391.08,  877.72])","array([1.78072412, 6.57213663])"
825,"array([1399.6 ,  905.11])","array([1.88365673, 6.52001537])"
826,"array([140.12, 289.77])","array([-3.6874239,  5.7636513])"
827,"array([140.48,  50.59])","array([-4.00718035,  6.19851411])"
828,"array([ 140.63, 1216.54])","array([-2.49121973,  1.38858872])"
829,"array([1401.18,  740.61])","array([1.32707468, 6.99203946])"
830,"array([1409.34,  937.98])","array([1.87887341, 6.42508034])"
831,"array([ 141.64, 1184.84])","array([-2.50559398,  1.50132303])"
832,"array([141.89, 318.95])","array([-3.70052783,  5.68092208])"
833,"array([1413.3 , 1177.48])","array([2.09417621, 5.95709576])"
834,"array([1413.91, 1284.6 ])","array([2.14860604, 5.81487764])"
835,"array([1417.25,  986.06])","array([2.09934387, 6.34297941])"
836,"array([1422.76,  712.71])","array([1.28288477, 7.13802441])"
837,"array([1426.08, 1176.26])","array([2.17109255, 5.97515543])"
838,"array([ 143.8 , 1101.24])","array([-3.02558583,  1.78842776])"
839,"array([1430.13,  677.97])","array([1.17976021, 7.2287606 ])"
840,"array([1443.29,  845.89])","array([1.67785587, 6.75629832])"
841,"array([1450.12,  873.46])","array([1.99354363, 6.52884836])"
842,"array([1453.16,  981.19])","array([2.14455419, 6.41069917])"
843,"array([1460.16, 1245.65])","array([2.19190766, 5.92085456])"
844,"array([ 147.48, 1097.57])","array([-3.05590553,  1.87020376])"
845,"array([1472.34, 1235.3 ])","array([2.2341303 , 6.01685644])"
846,"array([1473.82,  831.15])","array([1.62551403, 6.84389585])"
847,"array([1474.87,  686.4 ])","array([1.29306515, 7.29129809])"
848,"array([1474.89,  947.45])","array([2.10023759, 6.52073624])"
849,"array([1475.92,  820.09])","array([1.63551557, 6.9701844 ])"
850,"array([1476.45,  717.98])","array([1.34840431, 7.2165066 ])"
851,"array([1476.45,  762.72])","array([1.58502285, 7.0587789 ])"
852,"array([1476.98,  742.72])","array([1.5260856 , 7.14395914])"
853,"array([1477.51,  978.15])","array([2.19125655, 6.4610893 ])"
854,"array([1478.56,  731.14])","array([1.45450725, 7.21706449])"
855,"array([1491.72,  730.61])","array([1.49889075, 7.29716237])"
856,"array([1498.94,  975.63])","array([2.28093183, 6.40918637])"
857,"array([1499.08,  822.73])","array([1.69015468, 7.05016122])"
858,"array([ 15.11, 562.63])","array([-4.55235012,  4.1380845 ])"
859,"array([1507.33,  999.23])","array([2.33569049, 6.32174873])"
860,"array([1509.95, 1019.17])","array([2.33283074, 6.22572522])"
861,"array([152.25, 195.02])","array([-3.80916279,  5.95801813])"
862,"array([1526.46,  826.94])","array([1.70918624, 7.11588546])"
863,"array([1527.51,  638.5 ])","array([1.44724161, 7.70960251])"
864,"array([153.82, 723.8 ])","array([-3.95763154,  3.60879307])"
865,"array([1530.14,  648.5 ])","array([1.43021667, 7.61506139])"
866,"array([1531.19,  625.86])","array([1.44620193, 7.79213176])"
867,"array([1534.88,  686.4 ])","array([1.37130535, 7.39583098])"
868,"array([1536.46,  676.39])","array([1.39590485, 7.51263518])"
869,"array([1538.56,  707.98])","array([1.46242509, 7.36666437])"
870,"array([ 154.82, 1360.55])","array([-2.31986606,  1.0822555 ])"
871,"array([1540.67,  735.35])","array([1.57945387, 7.31470735])"
872,"array([1542.25,  761.14])","array([1.66023282, 7.27181297])"
873,"array([1545.41,  787.46])","array([1.70425862, 7.20557298])"
874,"array([1546.68, 1171.83])","array([2.29595824, 6.11914671])"
875,"array([ 155.49, 1286.13])","array([-2.36270137,  1.19141178])"
876,"array([1551.2 ,  721.14])","array([1.54014308, 7.37555724])"
877,"array([1553.5 , 1010.78])","array([2.38157911, 6.27448899])"
878,"array([ 156.49, 1009.47])","array([-3.38774516,  2.21237435])"
879,"array([ 156.49, 1016.47])","array([-3.31706549,  2.13107646])"
880,"array([1563.83,  785.88])","array([1.71749204, 7.26167524])"
881,"array([ 158.15, 1094.9 ])","array([-2.98604659,  1.93566249])"
882,"array([158.49, 780.53])","array([-3.89860073,  3.47606705])"
883,"array([158.49, 908.01])","array([-3.58021768,  2.56165583])"
884,"array([158.66, 997.28])","array([-3.39343129,  2.28920402])"
885,"array([159.04, 369.81])","array([-4.2600257 ,  5.30597143])"
886,"array([ 160.82, 1305.15])","array([-2.28686508,  1.14925846])"
887,"array([160.99, 972.92])","array([-3.43201877,  2.36887756])"
888,"array([ 162.66, 1217.21])","array([-2.41434774,  1.36989545])"
889,"array([162.66, 951.56])","array([-3.48696824,  2.48022258])"
890,"array([163.78, 175.94])","array([-3.84698431,  6.16599964])"
891,"array([ 163.83, 1248.08])","array([-2.35858344,  1.31503598])"
892,"array([168.17, 715.79])","array([-3.89052632,  3.66276231])"
893,"array([ 169.17, 1285.79])","array([-2.32206834,  1.2459642 ])"
894,"array([169.91, 670.72])","array([-4.04552325,  3.77861241])"
895,"array([ 17.32, 917.69])","array([-3.80178229,  2.70155488])"
896,"array([170.92, 195.02])","array([-3.78888311,  6.08135146])"
897,"array([172.62, 205.21])","array([-3.70768498,  6.15095403])"
898,"array([173.96, 801.91])","array([-3.76968682,  3.38934599])"
899,"array([ 174.51, 1089.23])","array([-2.90012945,  1.98627604])"
900,"array([178.56, 268.01])","array([-3.72333861,  5.93250155])"
901,"array([ 181.85, 1087.89])","array([-2.81345364,  2.04017715])"
902,"array([182.18, 764.18])","array([-3.88153022,  3.55421693])"
903,"array([184.02, 907.51])","array([-3.50309667,  2.5955556 ])"
904,"array([184.35, 997.95])","array([-3.33694133,  2.26527358])"
905,"array([185.69, 936.55])","array([-3.40936754,  2.60778585])"
906,"array([187.69, 953.9 ])","array([-3.41471271,  2.53215035])"
907,"array([187.86, 747.49])","array([-3.80502089,  3.63887308])"
908,"array([192.14, 265.46])","array([-3.66834394,  6.07248686])"
909,"array([192.47, 824.94])","array([-3.66216956,  3.29931071])"
910,"array([ 192.53, 1061.19])","array([-2.71518098,  2.07767497])"
911,"array([ 192.86, 1287.79])","array([-2.24875218,  1.23552843])"
912,"array([192.86, 757.17])","array([-3.78537758,  3.57324   ])"
913,"array([192.99, 296.01])","array([-3.68265849,  5.85220351])"
914,"array([ 193.2 , 1259.43])","array([-2.25791681,  1.30487295])"
915,"array([ 193.53, 1247.41])","array([-2.31852219,  1.35711169])"
916,"array([ 194.2 , 1364.55])","array([-2.24101131,  1.10941433])"
917,"array([ 194.35, 1510.05])","array([4.3055983 , 1.59591281])"
918,"array([ 194.53, 1309.15])","array([-2.19698378,  1.17873188])"
919,"array([194.7 , 978.93])","array([-3.34716398,  2.39753972])"
920,"array([196.53, 763.18])","array([-3.67970445,  3.56451131])"
921,"array([ 198.16, 1505.71])","array([4.24121662, 1.59842591])"
922,"array([198.2 , 804.56])","array([-3.68706316,  3.38880493])"
923,"array([200.71, 961.91])","array([-3.33050126,  2.52759878])"
924,"array([201.41, 667.46])","array([-3.97431894,  3.78291656])"
925,"array([203.05, 836.08])","array([-3.54306844,  3.22578149])"
926,"array([203.54, 817.91])","array([-3.64517687,  3.34189932])"
927,"array([ 208.48, 1433.98])","array([4.21231878, 1.63560833])"
928,"array([208.55, 911.02])","array([-3.38811184,  2.96484622])"
929,"array([208.88, 679.08])","array([-3.90289471,  3.74405798])"
930,"array([209.01, 740.78])","array([-3.72098129,  3.66012417])"
931,"array([209.38, 936.88])","array([-3.31757091,  2.65911765])"
932,"array([210.22, 776.52])","array([-3.5845284 ,  3.52489177])"
933,"array([ 210.65, 1546.46])","array([4.34512378, 1.56892819])"
934,"array([ 211.72, 1309.65])","array([-2.08718487,  1.2277555 ])"
935,"array([ 212.05, 1329.01])","array([-2.03054712,  1.23913287])"
936,"array([212.22, 750.49])","array([-3.65272269,  3.63124051])"
937,"array([ 213.55, 1204.7 ])","array([-2.37242444,  1.42085426])"
938,"array([214.39, 989.28])","array([-3.28474039,  2.4448302 ])"
939,"array([216.22, 788.2 ])","array([-3.61104446,  3.41853045])"
940,"array([217.89, 690.76])","array([-3.8334441 ,  3.78193722])"
941,"array([217.95,  18.47])","array([-4.04938313,  6.27019936])"
942,"array([218.73, 914.52])","array([-3.35694006,  2.81219723])"
943,"array([ 22.17, 339.4 ])","array([-3.98080866,  5.29564126])"
944,"array([221.81, 871.22])","array([-3.41563811,  3.11896142])"
945,"array([222.9 , 797.55])","array([-3.58502988,  3.32061322])"
946,"array([222.92, 975.05])","array([-3.2421512 ,  2.51575356])"
947,"array([ 223.57, 1117.26])","array([-2.51182703,  1.78205042])"
948,"array([ 225.23, 1143.62])","array([-2.50972002,  1.70298877])"
949,"array([226.9 , 707.78])","array([-3.74980427,  3.77023653])"
950,"array([ 227.24, 1189.34])","array([-2.40324198,  1.50324459])"
951,"array([229.29, 150.74])","array([-3.85673885,  6.32440266])"
952,"array([230.55, 161.45])","array([-3.81620128,  6.26302744])"
953,"array([ 231.57, 1080.55])","array([-2.61513362,  2.1157083 ])"
954,"array([233.91, 720.46])","array([-3.67277922,  3.71431743])"
955,"array([234.96,  14.69])","array([-4.09776762,  6.30949508])"
956,"array([237.92, 734.14])","array([-3.57783801,  3.66703125])"
957,"array([238.58, 982.77])","array([-3.14256821,  2.5566069 ])"
958,"array([ 239.08, 1188.51])","array([-2.32452808,  1.57113564])"
959,"array([239.37, 175.94])","array([-3.7637852 ,  6.33616303])"
960,"array([ 239.42, 1300.98])","array([-1.99655151,  1.28840848])"
961,"array([239.67, 192.48])","array([-3.66788406,  6.26702266])"
962,"array([ 24.34, 544.71])","array([-4.47668096,  4.10831996])"
963,"array([  24.91, 1408.27])","array([4.6947737 , 1.11652946])"
964,"array([241.42, 947.23])","array([-3.18461299,  2.64255341])"
965,"array([243.06, 268.86])","array([-3.59086537,  6.18435716])"
966,"array([243.59, 753.16])","array([-3.48345603,  3.59235806])"
967,"array([ 244.89, 1459.52])","array([4.23018661, 1.69622983])"
968,"array([245.67,  56.26])","array([-4.05039861,  6.34477751])"
969,"array([ 246.93, 1122.6 ])","array([-2.47908669,  1.85844484])"
970,"array([ 249.76, 1184.51])","array([-2.25279528,  1.64639386])"
971,"array([251.34,  72.64])","array([-3.98013958,  6.38570662])"
972,"array([ 252.27, 1110.92])","array([-2.5145648 ,  1.96969108])"
973,"array([253.09, 733.03])","array([-3.52769722,  3.74362313])"
974,"array([ 253.77, 1219.55])","array([-2.17219536,  1.65536825])"
975,"array([ 258.47, 1455.17])","array([4.19531904, 1.76349948])"
976,"array([ 258.77, 1303.31])","array([-1.92912352,  1.38585757])"
977,"array([259.61, 848.4 ])","array([-3.28594282,  3.16937697])"
978,"array([ 260.1 , 1551.35])","array([4.29719451, 1.67251578])"
979,"array([262.87, 745.42])","array([-3.46217501,  3.74515296])"
980,"array([ 263.11, 1179.83])","array([-2.23546667,  1.73238071])"
981,"array([ 263.28, 1098.57])","array([-2.54799148,  2.0803045 ])"
982,"array([264.28, 292.62])","array([-3.52456068,  6.15963671])"
983,"array([ 266.78, 1301.31])","array([-1.88342182,  1.49660188])"
984,"array([267.71,   2.09])","array([-4.14593096,  6.3510855 ])"
985,"array([ 268.45, 1194.18])","array([-2.1643781 ,  1.76351916])"
986,"array([ 268.62, 1150.3 ])","array([-2.41339445,  1.78105271])"
987,"array([269.37, 251.03])","array([-3.54755701,  6.31033381])"
988,"array([ 27.92, 310.87])","array([-3.97377401,  5.43229475])"
989,"array([ 271.62, 1090.23])","array([-2.54472113,  2.17978404])"
990,"array([ 271.79, 1327.01])","array([-1.80451767,  1.47975867])"
991,"array([ 272.6 , 1504.62])","array([4.20868731, 1.83772162])"
992,"array([ 275.32, 1554.07])","array([4.27433125, 1.76659535])"
993,"array([ 277.63, 1168.32])","array([-2.27961956,  1.79843003])"
994,"array([277.79, 131.85])","array([-3.89170368,  6.39116165])"
995,"array([ 277.8 , 1240.57])","array([-2.10979064,  1.70647665])"
996,"array([278.51, 858.83])","array([-3.15439171,  3.23054496])"
997,"array([ 279.63, 1082.22])","array([-2.49085489,  2.29651846])"
998,"array([ 280.96, 1249.91])","array([-2.01973754,  1.70473011])"
999,"array([281.57,  42.41])","array([-4.0945618,  6.4066444])"
1000,"array([283.06, 517.27])","array([-2.93634116,  7.42437067])"
1001,"array([ 283.14, 1325.34])","array([-1.74857655,  1.52393584])"
1002,"array([283.54, 537.08])","array([-2.88137705,  7.46411049])"
1003,"array([285.03, 717.39])","array([-3.50406041,  3.81977277])"
1004,"array([ 286.14, 1185.17])","array([-2.1592969,  1.840801 ])"
1005,"array([287.24, 148.85])","array([-3.8299104 ,  6.44587733])"
1006,"array([ 287.97, 1073.21])","array([-2.43203656,  2.41193883])"
1007,"array([289.59, 791.7 ])","array([-3.27735701,  3.51393865])"
1008,"array([  29.17, 1174.16])","array([-2.9649549 ,  1.34310336])"
1009,"array([ 29.67, 882.65])","array([-3.96538883,  2.88769204])"
1010,"array([290.39,  47.44])","array([-4.02910077,  6.4338284 ])"
1011,"array([291.65, 977.76])","array([-3.05230266,  2.61231329])"
1012,"array([292.5 , 498.88])","array([-2.91849074,  7.34300051])"
1013,"array([ 295.48, 1276.61])","array([-1.88935074,  1.61910725])"
1014,"array([296.76, 837.97])","array([-3.19981047,  3.32911441])"
1015,"array([296.98, 783.04])","array([-3.33090415,  3.59267412])"
1016,"array([298.45, 870.01])","array([-2.99949944,  3.23844635])"
1017,"array([ 299.18, 1026.71])","array([-2.75754308,  2.67952252])"
1018,"array([299.57, 473.42])","array([-2.96183025,  7.2544839 ])"
1019,"array([   3.14, 1212.54])","array([-3.02334945,  1.29753302])"
1020,"array([ 300.11, 1250.36])","array([-1.93532416,  1.725673  ])"
1021,"array([300.28, 757.35])","array([-3.3985608 ,  3.76004689])"
1022,"array([ 300.32, 1493.75])","array([4.15487095, 1.93641807])"
1023,"array([ 300.49, 1205.86])","array([-2.0461546 ,  1.91362354])"
1024,"array([301.73,  70.12])","array([-4.01941015,  6.50427085])"
1025,"array([303.28, 827.55])","array([-3.2315133 ,  3.43370912])"
1026,"array([ 303.49, 1297.97])","array([-1.83021231,  1.663502  ])"
1027,"array([ 304.12, 1508.42])","array([4.09867643, 1.92899957])"
1028,"array([307.99, 743.77])","array([-3.43511174,  3.82965057])"
1029,"array([308.36, 874.42])","array([-2.84454483,  3.2575003 ])"
1030,"array([ 308.5 , 1316.33])","array([-1.76591425,  1.59941857])"
1031,"array([309.47, 448.43])","array([-3.03813196,  7.18060719])"
1032,"array([310.54,  29.18])","array([-4.11867652,  6.48722043])"
1033,"array([311.29, 766.89])","array([-3.33848405,  3.69523152])"
1034,"array([312.43, 191.06])","array([-3.77010129,  6.51279912])"
1035,"array([ 313.  , 1089.89])","array([-2.31563334,  2.3892398 ])"
1036,"array([313.71, 846.45])","array([-3.16135307,  3.36888662])"
1037,"array([314.32, 245.23])","array([-3.43101146,  6.43705068])"
1038,"array([314.36, 813.21])","array([-3.21720259,  3.50493938])"
1039,"array([314.66, 440.89])","array([-3.07320002,  7.07834667])"
1040,"array([315.13, 545.57])","array([-2.826731  ,  7.41001216])"
1041,"array([ 315.17, 1242.24])","array([-1.92256955,  1.84362705])"
1042,"array([ 315.51, 1038.  ])","array([-2.47309476,  2.54272553])"
1043,"array([316.06, 998.46])","array([-2.88832363,  2.62045986])"
1044,"array([317.47, 202.39])","array([-3.69141471,  6.52825752])"
1045,"array([317.62, 836.02])","array([-3.17633155,  3.42914733])"
1046,"array([318.27, 772.03])","array([-3.28991308,  3.75921822])"
1047,"array([ 319.01, 1089.89])","array([-2.19736075,  2.29085384])"
1048,"array([319.99,  65.08])","array([-4.06218145,  6.53019876])"
1049,"array([320.79, 551.23])","array([-2.76314092,  7.37425046])"
1050,"array([320.83, 804.69])","array([-3.19244812,  3.56970513])"
1051,"array([ 321.51, 1481.25])","array([4.10050891, 2.0360944 ])"
1052,"array([321.73, 419.19])","array([-3.09813473,  6.9789351 ])"
1053,"array([322.2 , 443.24])","array([-3.04683755,  7.02551825])"
1054,"array([322.83,  75.47])","array([-4.00720119,  6.56768952])"
1055,"array([ 323.04, 1005.8 ])","array([-2.72109652,  2.63516951])"
1056,"array([ 325.19, 1184.17])","array([-2.06503171,  2.05210873])"
1057,"array([325.24, 823.77])","array([-3.15533447,  3.48947066])"
1058,"array([325.97, 351.76])","array([-3.13863586,  6.6564106 ])"
1059,"array([ 326.4 , 1500.82])","array([4.06104774, 1.98009527])"
1060,"array([326.61,  19.42])","array([-4.17235182,  6.540978  ])"
1061,"array([ 328.52, 1286.96])","array([-1.86161696,  1.75778082])"
1062,"array([329.75, 517.27])","array([-2.83027986,  7.34159625])"
1063,"array([332.27, 229.79])","array([-3.55895142,  6.48841909])"
1064,"array([332.94, 819.73])","array([-3.09249446,  3.5178792 ])"
1065,"array([333.05, 449.37])","array([-2.96986846,  7.03552342])"
1066,"array([ 333.47, 1552.44])","array([3.9317457 , 1.93785211])"
1067,"array([ 333.86, 1054.02])","array([-2.41299301,  2.60580132])"
1068,"array([ 334.55, 1534.51])","array([3.98936182, 1.97611451])"
1069,"array([334.93, 497.94])","array([-2.87841448,  7.23910888])"
1070,"array([ 335.15, 1019.01])","array([-2.55118438,  2.64524483])"
1071,"array([ 336.18, 1478.54])","array([4.04343023, 2.07688607])"
1072,"array([336.25, 812.76])","array([-3.04918676,  3.55521894])"
1073,"array([ 338.2, 1065.7])","array([-2.35902675,  2.49898063])"
1074,"array([ 339.2 , 1234.56])","array([-1.82860017,  1.93757387])"
1075,"array([340.78, 132.48])","array([-3.90968376,  6.54091655])"
1076,"array([342.95, 456.92])","array([-2.88602331,  7.02292319])"
1077,"array([344.56, 172.79])","array([-3.80369585,  6.57512452])"
1078,"array([346.72, 526.23])","array([-2.74990129,  7.28701723])"
1079,"array([347.67, 510.67])","array([-2.7898061 ,  7.22061039])"
1080,"array([ 349.77, 1532.88])","array([3.96796565, 2.03613714])"
1081,"array([ 349.77, 1548.09])","array([3.92164337, 1.99547477])"
1082,"array([  35.44, 1457.52])","array([4.66968268, 1.21798056])"
1083,"array([350.02, 397.5 ])","array([-3.11181461,  6.86091715])"
1084,"array([ 350.38, 1038.5 ])","array([-2.42554952,  2.73878395])"
1085,"array([350.49, 309.33])","array([-3.24719006,  6.51213046])"
1086,"array([351.8 ,  62.25])","array([-4.1743832 ,  6.61270714])"
1087,"array([353.06, 167.44])","array([-3.92654573,  6.63087524])"
1088,"array([353.69,  71.06])","array([-4.077599  ,  6.63495225])"
1089,"array([353.8 , 332.43])","array([-3.16436163,  6.57005317])"
1090,"array([358.04, 497.  ])","array([-2.73310501,  7.14557918])"
1091,"array([ 359.23, 1275.28])","array([-1.7566668 ,  1.90501975])"
1092,"array([359.36,  47.76])","array([-4.34927323,  6.58848799])"
1093,"array([359.45, 473.89])","array([-2.7945759 ,  7.02146803])"
1094,"array([360.4 , 387.13])","array([-3.08577507,  6.74099643])"
1095,"array([ 361.23, 1150.47])","array([-2.07975143,  2.19128889])"
1096,"array([361.75, 937.35])","array([-2.70795514,  3.21217484])"
1097,"array([ 363.23, 1203.19])","array([-1.80487088,  2.14002894])"
1098,"array([363.77,  60.99])","array([-4.27202583,  6.62625068])"
1099,"array([ 365.53, 1470.93])","array([4.08330534, 2.14329295])"
1100,"array([366.53, 541.32])","array([-2.65828332,  7.20965994])"
1101,"array([367.  , 464.46])","array([-2.74018679,  6.96109234])"
1102,"array([367.  , 484.27])","array([-2.72851288,  7.06907115])"
1103,"array([ 367.16, 1545.92])","array([3.89852036, 2.04096234])"
1104,"array([367.47, 381.94])","array([-2.99491368,  6.68332325])"
1105,"array([368.41, 337.62])","array([-3.08233725,  6.57065433])"
1106,"array([ 368.74, 1059.86])","array([-2.33460303,  2.79873099])"
1107,"array([ 368.9 , 1157.47])","array([-1.95191295,  2.21769673])"
1108,"array([ 370.91, 1213.87])","array([-1.77246076,  2.05132483])"
1109,"array([ 375.41, 1017.14])","array([-2.37269732,  2.89540208])"
1110,"array([375.49, 473.89])","array([-2.661491  ,  6.91853063])"
1111,"array([ 375.91, 1212.2 ])","array([-1.69449399,  2.12736437])"
1112,"array([376.37,  83.66])","array([-4.30680888,  6.69234218])"
1113,"array([  38.39, 1518.21])","array([4.61363684, 1.34558306])"
1114,"array([ 383.92, 1205.86])","array([-1.67975303,  2.21842182])"
1115,"array([385.42, 911.85])","array([-2.68686318,  3.27916961])"
1116,"array([ 385.76, 1006.8 ])","array([-2.41678086,  3.06241777])"
1117,"array([385.86, 553.58])","array([-2.58815992,  7.10232665])"
1118,"array([389.63, 526.71])","array([-2.65925469,  7.10986274])"
1119,"array([ 39.01, 430.65])","array([-4.08877127,  4.92926034])"
1120,"array([ 390.43, 1037.17])","array([-2.24615435,  2.86289612])"
1121,"array([392.74, 152.95])","array([-4.05202795,  6.71776371])"
1122,"array([ 393.6 , 1185.17])","array([-1.81867333,  2.23705408])"
1123,"array([394.63, 115.16])","array([-4.29129783,  6.76155135])"
1124,"array([395.53, 623.61])","array([-2.42054752,  6.94126241])"
1125,"array([395.76, 518.22])","array([-2.65006904,  7.04316411])"
1126,"array([396.71, 372.04])","array([-2.90194109,  6.63498452])"
1127,"array([398.59, 559.71])","array([-2.50587397,  6.99052612])"
1128,"array([ 399.22, 1465.49])","array([4.07385919, 2.26774575])"
1129,"array([  4.16, 175.93])","array([-3.96868534,  5.55172086])"
1130,"array([400.3 , 127.12])","array([-4.23143946,  6.80553068])"
1131,"array([ 401.94, 1194.52])","array([-1.69802509,  2.31069994])"
1132,"array([407.63, 927.44])","array([-2.57329607,  3.24685546])"
1133,"array([ 41.18, 405.12])","array([-4.06127406,  4.99774761])"
1134,"array([410.01, 839.18])","array([-2.90434489,  3.53110146])"
1135,"array([ 410.62, 1152.13])","array([-1.70723337,  2.44604419])"
1136,"array([412.21, 818.63])","array([-2.84456033,  3.57006704])"
1137,"array([412.27, 147.28])","array([-4.16380433,  6.83234719])"
1138,"array([413.21, 534.72])","array([-2.58173541,  6.97957317])"
1139,"array([ 413.46, 1063.2 ])","array([-2.08575042,  2.87835511])"
1140,"array([ 414.96, 1276.95])","array([-1.61355536,  2.14185115])"
1141,"array([418.4, 584.7])","array([-2.35951118,  6.84577917])"
1142,"array([419.19, 802.49])","array([-2.7888172 ,  3.58384416])"
1143,"array([419.34, 564.43])","array([-2.4352339 ,  6.89273733])"
1144,"array([ 42.27, 397.51])","array([-4.02836566,  5.15152367])"
1145,"array([420.28, 526.71])","array([-2.57192201,  6.89093859])"
1146,"array([ 420.8 , 1072.21])","array([-1.92445224,  2.89930181])"
1147,"array([ 423.3 , 1270.94])","array([-1.61850757,  2.2206961 ])"
1148,"array([ 423.97, 1080.38])","array([-1.79379534,  2.85716374])"
1149,"array([424.31, 876.59])","array([-2.58556618,  3.36247335])"
1150,"array([425.94, 375.34])","array([-2.7831531 ,  6.68221013])"
1151,"array([426.53, 846.16])","array([-2.77434383,  3.48419911])"
1152,"array([427.08, 937.72])","array([-2.46105575,  3.2296539 ])"
1153,"array([ 43.69, 960.74])","array([-3.69771567,  2.6251802 ])"
1154,"array([  43.85, 1323.34])","array([-2.57763245,  0.98279727])"
1155,"array([430.53, 156.73])","array([-4.26169933,  6.92805013])"
1156,"array([430.53, 180.03])","array([-4.18659302,  6.91439189])"
1157,"array([ 430.64, 1175.83])","array([-1.64485098,  2.44429812])"
1158,"array([432.78, 594.84])","array([-2.28116451,  6.73214661])"
1159,"array([432.95, 851.85])","array([-2.67333239,  3.42676597])"
1160,"array([433.38, 515.28])","array([-2.49011252,  6.80397755])"
1161,"array([434.94,   9.34])","array([-4.49539536,  7.39535949])"
1162,"array([435.84, 431.45])","array([-2.73344873,  6.65546038])"
1163,"array([439.14, 370.63])","array([-2.69796706,  6.73969654])"
1164,"array([439.74, 790.74])","array([-2.70576264,  3.58102836])"
1165,"array([441.39, 850.38])","array([-2.61866188,  3.46450883])"
1166,"array([441.97, 415.42])","array([-2.68627115,  6.69842713])"
1167,"array([442.14, 528.13])","array([-2.41258471,  6.80142553])"
1168,"array([443.8 , 463.43])","array([-2.57530574,  6.68826397])"
1169,"array([ 444.33, 1256.59])","array([-1.61019156,  2.30089505])"
1170,"array([445.53, 820.92])","array([-2.68554426,  3.49499599])"
1171,"array([449.28, 596.73])","array([-2.2202787 ,  6.61490042])"
1172,"array([ 449.33, 1261.26])","array([-1.53702974,  2.35951609])"
1173,"array([ 450.  , 1114.09])","array([-1.65913103,  2.8294591 ])"
1174,"array([450.93, 893.32])","array([-2.43745863,  3.39391572])"
1175,"array([452.11, 590.6 ])","array([-2.2247751 ,  6.67779979])"
1176,"array([ 453.56, 1531.79])","array([4.13212309, 2.33649412])"
1177,"array([454.2 , 821.38])","array([-2.62153197,  3.53306918])"
1178,"array([454.23, 409.76])","array([-2.59048079,  6.76779439])"
1179,"array([456.07, 849.64])","array([-2.53235916,  3.47855345])"
1180,"array([ 456.34, 1153.8 ])","array([-1.63223914,  2.5719915 ])"
1181,"array([456.83, 578.34])","array([-2.23838138,  6.72217838])"
1182,"array([ 46.36, 554.31])","array([-4.38504128,  4.09226435])"
1183,"array([463.92,  57.21])","array([-4.46656328,  7.28664144])"
1184,"array([464.55,  41.46])","array([-4.4633811 ,  7.35193598])"
1185,"array([464.61, 488.04])","array([-2.43587797,  6.7114973 ])"
1186,"array([465.08, 434.28])","array([-2.44162548,  6.83746175])"
1187,"array([ 468.35, 1143.46])","array([-1.61505998,  2.69820295])"
1188,"array([469.28, 846.71])","array([-2.49340618,  3.55898042])"
1189,"array([469.79, 558.77])","array([-2.31673975,  6.68244812])"
1190,"array([ 47.44, 152.16])","array([-3.9551022 ,  5.66853581])"
1191,"array([  47.86, 1149.8 ])","array([-2.98471882,  1.44820849])"
1192,"array([470.22, 132.16])","array([-4.38744497,  7.01249281])"
1193,"array([470.38, 821.75])","array([-2.56321187,  3.57193919])"
1194,"array([470.44, 449.04])","array([-2.49487019,  6.73794285])"
1195,"array([471.48,  84.29])","array([-4.4261833 ,  7.21050033])"
1196,"array([ 472.58, 1489.4 ])","array([4.05921007, 2.39726817])"
1197,"array([ 473.03, 1227.22])","array([-1.55596986,  2.47832998])"
1198,"array([475.15, 847.44])","array([-2.42110192,  3.62527916])"
1199,"array([ 475.84, 1500.82])","array([4.0963682 , 2.44282874])"
1200,"array([ 476.08, 1450.95])","array([4.01988645, 2.36235658])"
1201,"array([ 476.53, 1037.83])","array([-1.84542958,  2.98616007])"
1202,"array([  48.36, 1463.98])","array([4.6102954 , 1.24135608])"
1203,"array([ 48.78, 675.06])","array([-4.35778139,  3.30563957])"
1204,"array([480.3 , 113.27])","array([-4.43245783,  7.11887422])"
1205,"array([ 480.73, 1520.92])","array([4.13968289, 2.42651866])"
1206,"array([482.05, 528.12])","array([-2.34429208,  6.73186472])"
1207,"array([ 483.37, 1074.04])","array([-1.66014729,  2.9723344 ])"
