"nodes","max.update","n.seeds","threshold","z","time","n.run","cascade.fraction"
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,4,100,3e-04
10000,100,1,0.18,0.7,7,100,8e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,5,100,5e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,5,100,5e-04
10000,100,1,0.18,0.7,4,100,5e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,12,100,0.0017
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,5,100,5e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,4,100,3e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,6,100,9e-04
10000,100,1,0.18,0.8,13,100,0.0032
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,4,100,3e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,14,100,0.0024
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,15,100,0.002
10000,100,1,0.18,0.8,4,100,4e-04
10000,100,1,0.18,0.8,4,100,4e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,7,100,0.001
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,4,100,3e-04
10000,100,1,0.18,0.8,8,100,0.0014
10000,100,1,0.18,0.8,4,100,3e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,17,100,0.003
10000,100,1,0.18,0.8,5,100,4e-04
10000,100,1,0.18,0.8,5,100,6e-04
10000,100,1,0.18,0.8,6,100,8e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,9,100,0.0016
10000,100,1,0.18,0.8,4,100,5e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,3,100,3e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,5,100,4e-04
10000,100,1,0.18,0.8,5,100,7e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,4,100,4e-04
10000,100,1,0.18,0.8,11,100,0.0012
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,4,100,3e-04
10000,100,1,0.18,0.8,4,100,4e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,15,100,0.0071
10000,100,1,0.18,0.8,11,100,0.0032
10000,100,1,0.18,0.8,3,100,2e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,6,100,0.0011
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,2,100,1e-04
10000,100,1,0.18,0.8,4,100,3e-04
10000,100,1,0.18,0.8,10,100,0.0016
10000,100,1,0.18,0.8,3,100,2e-04
